,docId,isValid,passage,passage_id,e1,e2
10,AIMed.d1,False,"This study describes the distributions of [PROTEIN1] bone morphogenetic protein (BMP)-2 [/PROTEIN1] as well as mRNAs for BMP receptor type IB (BMPRIB). collagen types II ([PROTEIN2] Col II [/PROTEIN2]) and III (Col III) in a growing ""cartilage cap"" of osteochondroma.",AIMed.d1.s12,bone morphogenetic protein (BMP)-2,Col II
11,AIMed.d1,False,"This study describes the distributions of [PROTEIN1] bone morphogenetic protein (BMP)-2 [/PROTEIN1] as well as mRNAs for BMP receptor type IB (BMPRIB). collagen types II (Col II) and III ([PROTEIN2] Col III [/PROTEIN2]) in a growing ""cartilage cap"" of osteochondroma.",AIMed.d1.s12,bone morphogenetic protein (BMP)-2,Col III
12,AIMed.d1,False,"This study describes the distributions of bone morphogenetic protein (BMP)-2 as well as mRNAs for [PROTEIN1] BMP receptor type IB [/PROTEIN1] ([PROTEIN2] BMPRIB [/PROTEIN2]). collagen types II (Col II) and III (Col III) in a growing ""cartilage cap"" of osteochondroma.",AIMed.d1.s12,BMP receptor type IB,BMPRIB
13,AIMed.d1,False,"This study describes the distributions of bone morphogenetic protein (BMP)-2 as well as mRNAs for [PROTEIN1] BMP receptor type IB [/PROTEIN1] (BMPRIB). collagen types II ([PROTEIN2] Col II [/PROTEIN2]) and III (Col III) in a growing ""cartilage cap"" of osteochondroma.",AIMed.d1.s12,BMP receptor type IB,Col II
14,AIMed.d1,False,"This study describes the distributions of bone morphogenetic protein (BMP)-2 as well as mRNAs for [PROTEIN1] BMP receptor type IB [/PROTEIN1] (BMPRIB). collagen types II (Col II) and III ([PROTEIN2] Col III [/PROTEIN2]) in a growing ""cartilage cap"" of osteochondroma.",AIMed.d1.s12,BMP receptor type IB,Col III
15,AIMed.d1,False,"This study describes the distributions of bone morphogenetic protein (BMP)-2 as well as mRNAs for BMP receptor type IB ([PROTEIN1] BMPRIB [/PROTEIN1]). collagen types II ([PROTEIN2] Col II [/PROTEIN2]) and III (Col III) in a growing ""cartilage cap"" of osteochondroma.",AIMed.d1.s12,BMPRIB,Col II
16,AIMed.d1,False,"This study describes the distributions of bone morphogenetic protein (BMP)-2 as well as mRNAs for BMP receptor type IB ([PROTEIN1] BMPRIB [/PROTEIN1]). collagen types II (Col II) and III ([PROTEIN2] Col III [/PROTEIN2]) in a growing ""cartilage cap"" of osteochondroma.",AIMed.d1.s12,BMPRIB,Col III
17,AIMed.d1,False,"This study describes the distributions of bone morphogenetic protein (BMP)-2 as well as mRNAs for BMP receptor type IB (BMPRIB). collagen types II ([PROTEIN1] Col II [/PROTEIN1]) and III ([PROTEIN2] Col III [/PROTEIN2]) in a growing ""cartilage cap"" of osteochondroma.",AIMed.d1.s12,Col II,Col III
18,AIMed.d1,False,"[PROTEIN1] BMP-2 [/PROTEIN1] was detected in mesenchymal cells in the outer fibrous layer and chondrocytes in the inner cartilaginous matrix, positive for [PROTEIN2] Col III [/PROTEIN2] and Col II, respectively.",AIMed.d1.s14,BMP-2,Col III
19,AIMed.d1,False,"[PROTEIN1] BMP-2 [/PROTEIN1] was detected in mesenchymal cells in the outer fibrous layer and chondrocytes in the inner cartilaginous matrix, positive for Col III and [PROTEIN2] Col II [/PROTEIN2], respectively.",AIMed.d1.s14,BMP-2,Col II
20,AIMed.d1,False,"BMP-2 was detected in mesenchymal cells in the outer fibrous layer and chondrocytes in the inner cartilaginous matrix, positive for [PROTEIN1] Col III [/PROTEIN1] and [PROTEIN2] Col II [/PROTEIN2], respectively.",AIMed.d1.s14,Col III,Col II
21,AIMed.d1,False,This is the first study to provide observational evidence of the involvement of BMP-2 signaling in the pathogenesis of cartilage cap of osteochondroma. and suggests the role of [PROTEIN1] BMP-2 [/PROT[PROTEIN2] BMP-2 [/PROTEIN2] in the growth of cartilage cap in osteochondroma.,AIMed.d1.s16,BMP-2,BMP-2
22,AIMed.d2,False,The molar ratio of serum [PROTEIN1] retinol-binding protein [/PROTEIN1] ([PROTEIN2] RBP [/PROTEIN2]) to transthyretin (TTR) is not useful to assess vitamin A status during infection in hospitalised children.,AIMed.d2.s17,retinol-binding protein,RBP
23,AIMed.d2,False,The molar ratio of serum [PROTEIN1] retinol-binding protein [/PROTEIN1] (RBP) to [PROTEIN2] transthyretin [/PROTEIN2] (TTR) is not useful to assess vitamin A status during infection in hospitalised children.,AIMed.d2.s17,retinol-binding protein,transthyretin
24,AIMed.d2,False,The molar ratio of serum [PROTEIN1] retinol-binding protein [/PROTEIN1] (RBP) to transthyretin ([PROTEIN2] TTR [/PROTEIN2]) is not useful to assess vitamin A status during infection in hospitalised children.,AIMed.d2.s17,retinol-binding protein,TTR
25,AIMed.d2,False,The molar ratio of serum retinol-binding protein ([PROTEIN1] RBP [/PROTEIN1]) to [PROTEIN2] transthyretin [/PROTEIN2] (TTR) is not useful to assess vitamin A status during infection in hospitalised children.,AIMed.d2.s17,RBP,transthyretin
26,AIMed.d2,False,The molar ratio of serum retinol-binding protein ([PROTEIN1] RBP [/PROTEIN1]) to transthyretin ([PROTEIN2] TTR [/PROTEIN2]) is not useful to assess vitamin A status during infection in hospitalised children.,AIMed.d2.s17,RBP,TTR
27,AIMed.d2,False,The molar ratio of serum retinol-binding protein (RBP) to [PROTEIN1] transthyretin [/PROTEIN1] ([PROTEIN2] TTR [/PROTEIN2]) is not useful to assess vitamin A status during infection in hospitalised children.,AIMed.d2.s17,transthyretin,TTR
28,AIMed.d2,False,OBJECTIVE: To assess the usefulness of the molar ratio of serum [PROTEIN1] retinol-binding protein [/PROTEIN1] ([PROTEIN2] RBP [/PROTEIN2]) to transthyretin (TTR) to determine vitamin A (VA) status during infection.,AIMed.d2.s18,retinol-binding protein,RBP
29,AIMed.d2,False,OBJECTIVE: To assess the usefulness of the molar ratio of serum [PROTEIN1] retinol-binding protein [/PROTEIN1] (RBP) to [PROTEIN2] transthyretin [/PROTEIN2] (TTR) to determine vitamin A (VA) status during infection.,AIMed.d2.s18,retinol-binding protein,transthyretin
30,AIMed.d2,False,OBJECTIVE: To assess the usefulness of the molar ratio of serum [PROTEIN1] retinol-binding protein [/PROTEIN1] (RBP) to transthyretin ([PROTEIN2] TTR [/PROTEIN2]) to determine vitamin A (VA) status during infection.,AIMed.d2.s18,retinol-binding protein,TTR
31,AIMed.d2,False,OBJECTIVE: To assess the usefulness of the molar ratio of serum retinol-binding protein ([PROTEIN1] RBP [/PROTEIN1]) to [PROTEIN2] transthyretin [/PROTEIN2] (TTR) to determine vitamin A (VA) status during infection.,AIMed.d2.s18,RBP,transthyretin
32,AIMed.d2,False,OBJECTIVE: To assess the usefulness of the molar ratio of serum retinol-binding protein ([PROTEIN1] RBP [/PROTEIN1]) to transthyretin ([PROTEIN2] TTR [/PROTEIN2]) to determine vitamin A (VA) status during infection.,AIMed.d2.s18,RBP,TTR
33,AIMed.d2,False,OBJECTIVE: To assess the usefulness of the molar ratio of serum retinol-binding protein (RBP) to [PROTEIN1] transthyretin [/PROTEIN1] ([PROTEIN2] TTR [/PROTEIN2]) to determine vitamin A (VA) status during infection.,AIMed.d2.s18,transthyretin,TTR
34,AIMed.d2,False,"DESIGN: We took advantage of previously collected data during a randomised double-blind, placebo-controlled clinical trial to conduct a secondary analysis of the [PROTEIN1] RBP [/PROTEIN1]/[PROTEIN2] TTR [/PROTEIN2] ratio and its relationship to infection and VA status.",AIMed.d2.s19,RBP,TTR
35,AIMed.d2,False,MAIN OUTCOME MEASURES: [PROTEIN1] RBP [/PROTEIN1]/[PROTEIN2] TTR [/PROTEIN2] molar ratio after 7 days hospitalisation.,AIMed.d2.s23,RBP,TTR
36,AIMed.d2,False,"RESULTS: After 7 days hospitalisation, molar RBP:TTR ratio (mean+/-s.d.) of infected children (C-reactive proteins>10 mg/l) was 0.67+/-0.31 in the high-dose group (n=81), 0.74+/-0.44 in the low dose group (n=71) and 0.73+/-0.39 in the placebo group (n=81). These values did not differ significantly (one-way ANOVA P=0.472). In patients with baseline serum retinol concentrations<0.70 micromol/l, changes in RBP:TTR ratio between admission and day 7 were not statistically different in the three groups (one-way ANOVA P=0.548). CONCLUSIONS: In this population of malnourished hospitalised children, molar [PROTEIN1] RBP [/PROTEIN1]:[PROTEIN2] TTR [/PROTEIN2] ratio does not appear to be useful to assess VA status during infection. SPONSORSHIP: Our research was partially supported by a grant from the Fonds de la Recherche Scientifique et Medicale (contract 3.4505.94) and the David and Alice Van Buuren Foundation.",AIMed.d2.s24,RBP,TTR
37,AIMed.d2,False,"RESULTS: After 7 days hospitalisation, molar RBP:TTR ratio (mean+/-s.d.) of infected children (C-reactive proteins>10 mg/l) was 0.67+/-0.31 in the high-dose group (n=81), 0.74+/-0.44 in the low dose group (n=71) and 0.73+/-0.39 in the placebo group (n=81). These values did not differ significantly (one-way ANOVA P=0.472). In patients with baseline serum retinol concentrations<0.70 micromol/l, changes in RBP:TTR ratio between admission and day 7 were not statistically different in the three groups (one-way ANOVA P=0.548). CONCLUSIONS: In this population of malnourished hospitalised children, molar [PROTEIN1] RBP [/PROTEI[PROTEIN2] RBP [/PROTEIN2]:TTR ratio does not appear to be useful to assess VA status during infection. SPONSORSHIP: Our research was partially supported by a grant from the Fonds de la Recherche Scientifique et Medicale (contract 3.4505.94) and the David and Alice Van Buuren Foundation.",AIMed.d2.s24,RBP,RBP
38,AIMed.d2,False,"RESULTS: After 7 days hospitalisation, molar RBP:TTR ratio (mean+/-s.d.) of infected children (C-reactive proteins>10 mg/l) was 0.67+/-0.31 in the high-dose group (n=81), 0.74+/-0.44 in the low dose group (n=71) and 0.73+/-0.39 in the placebo group (n=81). These values did not differ significantly (one-way ANOVA P=0.472). In patients with baseline serum retinol concentrations<0.70 micromol/l, changes in RBP:TTR ratio between admission and day 7 were not statistically different in the three groups (one-way ANOVA P=0.548). CONCLUSIONS: In this population of malnourished hospitalised children, molar [PROTEIN1] RBP [/PROTEIN1]:[PROTEIN2] TTR [/PROTEIN2] ratio does not appear to be useful to assess VA status during infection. SPONSORSHIP: Our research was partially supported by a grant from the Fonds de la Recherche Scientifique et Medicale (contract 3.4505.94) and the David and Alice Van Buuren Foundation.",AIMed.d2.s24,RBP,TTR
39,AIMed.d2,False,"RESULTS: After 7 days hospitalisation, molar RBP:TTR ratio (mean+/-s.d.) of infected children (C-reactive proteins>10 mg/l) was 0.67+/-0.31 in the high-dose group (n=81), 0.74+/-0.44 in the low dose group (n=71) and 0.73+/-0.39 in the placebo group (n=81). These values did not differ significantly (one-way ANOVA P=0.472). In patients with baseline serum retinol concentrations<0.70 micromol/l, changes in RBP:TTR ratio between admission and day 7 were not statistically different in the three groups (one-way ANOVA P=0.548). CONCLUSIONS: In this population of malnourished hospitalised children, molar [PROTEIN1] RBP [/PROTEI[PROTEIN2] RBP [/PROTEIN2]:TTR ratio does not appear to be useful to assess VA status during infection. SPONSORSHIP: Our research was partially supported by a grant from the Fonds de la Recherche Scientifique et Medicale (contract 3.4505.94) and the David and Alice Van Buuren Foundation.",AIMed.d2.s24,RBP,RBP
40,AIMed.d2,False,"RESULTS: After 7 days hospitalisation, molar RBP:TTR ratio (mean+/-s.d.) of infected children (C-reactive proteins>10 mg/l) was 0.67+/-0.31 in the high-dose group (n=81), 0.74+/-0.44 in the low dose group (n=71) and 0.73+/-0.39 in the placebo group (n=81). These values did not differ significantly (one-way ANOVA P=0.472). In patients with baseline serum retinol concentrations<0.70 micromol/l, changes in RBP:TTR ratio between admission and day 7 were not statistically different in the three groups (one-way ANOVA P=0.548). CONCLUSIONS: In this population of malnourished hospitalised children, molar [PROTEIN1] RBP [/PROTEIN1]:[PROTEIN2] TTR [/PROTEIN2] ratio does not appear to be useful to assess VA status during infection. SPONSORSHIP: Our research was partially supported by a grant from the Fonds de la Recherche Scientifique et Medicale (contract 3.4505.94) and the David and Alice Van Buuren Foundation.",AIMed.d2.s24,RBP,TTR
41,AIMed.d2,False,"RESULTS: After 7 days hospitalisation, molar RBP:TTR ratio (mean+/-s.d.) of infected children (C-reactive proteins>10 mg/l) was 0.67+/-0.31 in the high-dose group (n=81), 0.74+/-0.44 in the low dose group (n=71) and 0.73+/-0.39 in the placebo group (n=81). These values did not differ significantly (one-way ANOVA P=0.472). In patients with baseline serum retinol concentrations<0.70 micromol/l, changes in RBP:TTR ratio between admission and day 7 were not statistically different in the three groups (one-way ANOVA P=0.548). CONCLUSIONS: In this population of malnourished hospitalised children, molar [PROTEIN2] RBP [/PROTEIN2]:[PROTEIN1] TTR [/PROTEIN1] ratio does not appear to be useful to assess VA status during infection. SPONSORSHIP: Our research was partially supported by a grant from the Fonds de la Recherche Scientifique et Medicale (contract 3.4505.94) and the David and Alice Van Buuren Foundation.",AIMed.d2.s24,TTR,RBP
42,AIMed.d2,False,"RESULTS: After 7 days hospitalisation, molar RBP:TTR ratio (mean+/-s.d.) of infected children (C-reactive proteins>10 mg/l) was 0.67+/-0.31 in the high-dose group (n=81), 0.74+/-0.44 in the low dose group (n=71) and 0.73+/-0.39 in the placebo group (n=81). These values did not differ significantly (one-way ANOVA P=0.472). In patients with baseline serum retinol concentrations<0.70 micromol/l, changes in RBP:TTR ratio between admission and day 7 were not statistically different in the three groups (one-way ANOVA P=0.548). CONCLUSIONS: In this population of malnourished hospitalised children, molar RBP:[PROTEIN1] TTR [/PROTEI[PROTEIN2] TTR [/PROTEIN2] ratio does not appear to be useful to assess VA status during infection. SPONSORSHIP: Our research was partially supported by a grant from the Fonds de la Recherche Scientifique et Medicale (contract 3.4505.94) and the David and Alice Van Buuren Foundation.",AIMed.d2.s24,TTR,TTR
43,AIMed.d2,False,"RESULTS: After 7 days hospitalisation, molar RBP:TTR ratio (mean+/-s.d.) of infected children (C-reactive proteins>10 mg/l) was 0.67+/-0.31 in the high-dose group (n=81), 0.74+/-0.44 in the low dose group (n=71) and 0.73+/-0.39 in the placebo group (n=81). These values did not differ significantly (one-way ANOVA P=0.472). In patients with baseline serum retinol concentrations<0.70 micromol/l, changes in RBP:TTR ratio between admission and day 7 were not statistically different in the three groups (one-way ANOVA P=0.548). CONCLUSIONS: In this population of malnourished hospitalised children, molar [PROTEIN2] RBP [/PROTEIN2]:[PROTEIN1] TTR [/PROTEIN1] ratio does not appear to be useful to assess VA status during infection. SPONSORSHIP: Our research was partially supported by a grant from the Fonds de la Recherche Scientifique et Medicale (contract 3.4505.94) and the David and Alice Van Buuren Foundation.",AIMed.d2.s24,TTR,RBP
44,AIMed.d2,False,"RESULTS: After 7 days hospitalisation, molar RBP:TTR ratio (mean+/-s.d.) of infected children (C-reactive proteins>10 mg/l) was 0.67+/-0.31 in the high-dose group (n=81), 0.74+/-0.44 in the low dose group (n=71) and 0.73+/-0.39 in the placebo group (n=81). These values did not differ significantly (one-way ANOVA P=0.472). In patients with baseline serum retinol concentrations<0.70 micromol/l, changes in RBP:TTR ratio between admission and day 7 were not statistically different in the three groups (one-way ANOVA P=0.548). CONCLUSIONS: In this population of malnourished hospitalised children, molar RBP:[PROTEIN1] TTR [/PROTEI[PROTEIN2] TTR [/PROTEIN2] ratio does not appear to be useful to assess VA status during infection. SPONSORSHIP: Our research was partially supported by a grant from the Fonds de la Recherche Scientifique et Medicale (contract 3.4505.94) and the David and Alice Van Buuren Foundation.",AIMed.d2.s24,TTR,TTR
45,AIMed.d2,False,"RESULTS: After 7 days hospitalisation, molar RBP:TTR ratio (mean+/-s.d.) of infected children (C-reactive proteins>10 mg/l) was 0.67+/-0.31 in the high-dose group (n=81), 0.74+/-0.44 in the low dose group (n=71) and 0.73+/-0.39 in the placebo group (n=81). These values did not differ significantly (one-way ANOVA P=0.472). In patients with baseline serum retinol concentrations<0.70 micromol/l, changes in RBP:TTR ratio between admission and day 7 were not statistically different in the three groups (one-way ANOVA P=0.548). CONCLUSIONS: In this population of malnourished hospitalised children, molar [PROTEIN1] RBP [/PROTEIN1]:[PROTEIN2] TTR [/PROTEIN2] ratio does not appear to be useful to assess VA status during infection. SPONSORSHIP: Our research was partially supported by a grant from the Fonds de la Recherche Scientifique et Medicale (contract 3.4505.94) and the David and Alice Van Buuren Foundation.",AIMed.d2.s24,RBP,TTR
46,AIMed.d2,False,"RESULTS: After 7 days hospitalisation, molar RBP:TTR ratio (mean+/-s.d.) of infected children (C-reactive proteins>10 mg/l) was 0.67+/-0.31 in the high-dose group (n=81), 0.74+/-0.44 in the low dose group (n=71) and 0.73+/-0.39 in the placebo group (n=81). These values did not differ significantly (one-way ANOVA P=0.472). In patients with baseline serum retinol concentrations<0.70 micromol/l, changes in RBP:TTR ratio between admission and day 7 were not statistically different in the three groups (one-way ANOVA P=0.548). CONCLUSIONS: In this population of malnourished hospitalised children, molar [PROTEIN1] RBP [/PROTEI[PROTEIN2] RBP [/PROTEIN2]:TTR ratio does not appear to be useful to assess VA status during infection. SPONSORSHIP: Our research was partially supported by a grant from the Fonds de la Recherche Scientifique et Medicale (contract 3.4505.94) and the David and Alice Van Buuren Foundation.",AIMed.d2.s24,RBP,RBP
47,AIMed.d2,False,"RESULTS: After 7 days hospitalisation, molar RBP:TTR ratio (mean+/-s.d.) of infected children (C-reactive proteins>10 mg/l) was 0.67+/-0.31 in the high-dose group (n=81), 0.74+/-0.44 in the low dose group (n=71) and 0.73+/-0.39 in the placebo group (n=81). These values did not differ significantly (one-way ANOVA P=0.472). In patients with baseline serum retinol concentrations<0.70 micromol/l, changes in RBP:TTR ratio between admission and day 7 were not statistically different in the three groups (one-way ANOVA P=0.548). CONCLUSIONS: In this population of malnourished hospitalised children, molar [PROTEIN1] RBP [/PROTEIN1]:[PROTEIN2] TTR [/PROTEIN2] ratio does not appear to be useful to assess VA status during infection. SPONSORSHIP: Our research was partially supported by a grant from the Fonds de la Recherche Scientifique et Medicale (contract 3.4505.94) and the David and Alice Van Buuren Foundation.",AIMed.d2.s24,RBP,TTR
48,AIMed.d2,False,"RESULTS: After 7 days hospitalisation, molar RBP:TTR ratio (mean+/-s.d.) of infected children (C-reactive proteins>10 mg/l) was 0.67+/-0.31 in the high-dose group (n=81), 0.74+/-0.44 in the low dose group (n=71) and 0.73+/-0.39 in the placebo group (n=81). These values did not differ significantly (one-way ANOVA P=0.472). In patients with baseline serum retinol concentrations<0.70 micromol/l, changes in RBP:TTR ratio between admission and day 7 were not statistically different in the three groups (one-way ANOVA P=0.548). CONCLUSIONS: In this population of malnourished hospitalised children, molar [PROTEIN2] RBP [/PROTEIN2]:[PROTEIN1] TTR [/PROTEIN1] ratio does not appear to be useful to assess VA status during infection. SPONSORSHIP: Our research was partially supported by a grant from the Fonds de la Recherche Scientifique et Medicale (contract 3.4505.94) and the David and Alice Van Buuren Foundation.",AIMed.d2.s24,TTR,RBP
49,AIMed.d2,False,"RESULTS: After 7 days hospitalisation, molar RBP:TTR ratio (mean+/-s.d.) of infected children (C-reactive proteins>10 mg/l) was 0.67+/-0.31 in the high-dose group (n=81), 0.74+/-0.44 in the low dose group (n=71) and 0.73+/-0.39 in the placebo group (n=81). These values did not differ significantly (one-way ANOVA P=0.472). In patients with baseline serum retinol concentrations<0.70 micromol/l, changes in RBP:TTR ratio between admission and day 7 were not statistically different in the three groups (one-way ANOVA P=0.548). CONCLUSIONS: In this population of malnourished hospitalised children, molar RBP:[PROTEIN1] TTR [/PROTEI[PROTEIN2] TTR [/PROTEIN2] ratio does not appear to be useful to assess VA status during infection. SPONSORSHIP: Our research was partially supported by a grant from the Fonds de la Recherche Scientifique et Medicale (contract 3.4505.94) and the David and Alice Van Buuren Foundation.",AIMed.d2.s24,TTR,TTR
50,AIMed.d2,False,"RESULTS: After 7 days hospitalisation, molar RBP:TTR ratio (mean+/-s.d.) of infected children (C-reactive proteins>10 mg/l) was 0.67+/-0.31 in the high-dose group (n=81), 0.74+/-0.44 in the low dose group (n=71) and 0.73+/-0.39 in the placebo group (n=81). These values did not differ significantly (one-way ANOVA P=0.472). In patients with baseline serum retinol concentrations<0.70 micromol/l, changes in RBP:TTR ratio between admission and day 7 were not statistically different in the three groups (one-way ANOVA P=0.548). CONCLUSIONS: In this population of malnourished hospitalised children, molar [PROTEIN1] RBP [/PROTEIN1]:[PROTEIN2] TTR [/PROTEIN2] ratio does not appear to be useful to assess VA status during infection. SPONSORSHIP: Our research was partially supported by a grant from the Fonds de la Recherche Scientifique et Medicale (contract 3.4505.94) and the David and Alice Van Buuren Foundation.",AIMed.d2.s24,RBP,TTR
51,AIMed.d8,False,"Genetic profile of 22 pancreatic carcinoma cell lines. Analysis of [PROTEIN1] K-ras [/PROTEIN1], [PROTEIN2] p53 [/PROTEIN2], p16 and DPC4/Smad4.",AIMed.d8.s60,K-ras,p53
52,AIMed.d8,False,"Genetic profile of 22 pancreatic carcinoma cell lines. Analysis of [PROTEIN1] K-ras [/PROTEIN1], p53, [PROTEIN2] p16 [/PROTEIN2] and DPC4/Smad4.",AIMed.d8.s60,K-ras,p16
53,AIMed.d8,False,"Genetic profile of 22 pancreatic carcinoma cell lines. Analysis of [PROTEIN1] K-ras [/PROTEIN1], p53, p16 and [PROTEIN2] DPC4 [/PROTEIN2]/Smad4.",AIMed.d8.s60,K-ras,DPC4
54,AIMed.d8,False,"Genetic profile of 22 pancreatic carcinoma cell lines. Analysis of [PROTEIN1] K-ras [/PROTEIN1], p53, p16 and DPC4/[PROTEIN2] Smad4 [/PROTEIN2].",AIMed.d8.s60,K-ras,Smad4
55,AIMed.d8,False,"Genetic profile of 22 pancreatic carcinoma cell lines. Analysis of K-ras, [PROTEIN1] p53 [/PROTEIN1], [PROTEIN2] p16 [/PROTEIN2] and DPC4/Smad4.",AIMed.d8.s60,p53,p16
56,AIMed.d8,False,"Genetic profile of 22 pancreatic carcinoma cell lines. Analysis of K-ras, [PROTEIN1] p53 [/PROTEIN1], p16 and [PROTEIN2] DPC4 [/PROTEIN2]/Smad4.",AIMed.d8.s60,p53,DPC4
57,AIMed.d8,False,"Genetic profile of 22 pancreatic carcinoma cell lines. Analysis of K-ras, [PROTEIN1] p53 [/PROTEIN1], p16 and DPC4/[PROTEIN2] Smad4 [/PROTEIN2].",AIMed.d8.s60,p53,Smad4
58,AIMed.d8,False,"Genetic profile of 22 pancreatic carcinoma cell lines. Analysis of K-ras, p53, [PROTEIN1] p16 [/PROTEIN1] and [PROTEIN2] DPC4 [/PROTEIN2]/Smad4.",AIMed.d8.s60,p16,DPC4
59,AIMed.d8,False,"Genetic profile of 22 pancreatic carcinoma cell lines. Analysis of K-ras, p53, [PROTEIN1] p16 [/PROTEIN1] and DPC4/[PROTEIN2] Smad4 [/PROTEIN2].",AIMed.d8.s60,p16,Smad4
60,AIMed.d8,False,"Genetic profile of 22 pancreatic carcinoma cell lines. Analysis of K-ras, p53, p16 and [PROTEIN1] DPC4 [/PROTEIN1]/[PROTEIN2] Smad4 [/PROTEIN2].",AIMed.d8.s60,DPC4,Smad4
61,AIMed.d8,False,"The [PROTEIN1] K-ras [/PROTEIN1], [PROTEIN2] p53 [/PROTEIN2], p16 and DPC4 genes are among those most frequently altered in pancreatic ductal carcinoma.",AIMed.d8.s61,K-ras,p53
62,AIMed.d8,False,"The [PROTEIN1] K-ras [/PROTEIN1], p53, [PROTEIN2] p16 [/PROTEIN2] and DPC4 genes are among those most frequently altered in pancreatic ductal carcinoma.",AIMed.d8.s61,K-ras,p16
63,AIMed.d8,False,"The [PROTEIN1] K-ras [/PROTEIN1], p53, p16 and [PROTEIN2] DPC4 [/PROTEIN2] genes are among those most frequently altered in pancreatic ductal carcinoma.",AIMed.d8.s61,K-ras,DPC4
64,AIMed.d8,False,"The K-ras, [PROTEIN1] p53 [/PROTEIN1], [PROTEIN2] p16 [/PROTEIN2] and DPC4 genes are among those most frequently altered in pancreatic ductal carcinoma.",AIMed.d8.s61,p53,p16
