,docId,isValid,passage,passage_id
10,LLL.d2,False,"Both <PROTEIN1>SigK<PROTEIN1> and <PROTEIN2>GerE<PROTEIN2> were essential for ykvP expression, and this gene was transcribed from T5 of sporulation.",LLL.d2.s2
11,LLL.d3,True,"Analysis of the expression of a translational ywhE-lacZ fusion showed that <PROTEIN2>ywhE<PROTEIN2> expression is sporulation-specific, and is controlled predominantly by the forespore-specific sigma factor <PROTEIN1>sigma(F)<PROTEIN1>, and to a lesser extent by sigma(G).",LLL.d3.s0
12,LLL.d3,True,"Analysis of the expression of a translational ywhE-lacZ fusion showed that <PROTEIN2>ywhE<PROTEIN2> expression is sporulation-specific, and is controlled predominantly by the forespore-specific sigma factor sigma(F), and to a lesser extent by <PROTEIN1>sigma(G)<PROTEIN1>.",LLL.d3.s0
13,LLL.d3,False,"Analysis of the expression of a translational ywhE-lacZ fusion showed that ywhE expression is sporulation-specific, and is controlled predominantly by the forespore-specific sigma factor <PROTEIN1>sigma(F)<PROTEIN1>, and to a lesser extent by <PROTEIN2>sigma(G)<PROTEIN2>.",LLL.d3.s0
14,LLL.d4,True,"Secondly, <PROTEIN1>SpoIIE<PROTEIN1> is essential for the activation of the first compartment-specific transcription factor <PROTEIN2>sigma(F)<PROTEIN2> in the prespore.",LLL.d4.s0
15,LLL.d4,True,Localization of <PROTEIN2>SpoIIE<PROTEIN2> was shown to be dependent on the essential cell division protein <PROTEIN1>FtsZ<PROTEIN1>.,LLL.d4.s1
16,LLL.d5,True,"In the shaA mutant, <PROTEIN1>sigma(H)<PROTEIN1>-dependent expression of <PROTEIN2>spo0A<PROTEIN2> and spoVG at an early stage of sporulation was sensitive to external NaCl.",LLL.d5.s0
17,LLL.d5,True,"In the shaA mutant, <PROTEIN1>sigma(H)<PROTEIN1>-dependent expression of spo0A and <PROTEIN2>spoVG<PROTEIN2> at an early stage of sporulation was sensitive to external NaCl.",LLL.d5.s0
18,LLL.d5,False,"In the shaA mutant, sigma(H)-dependent expression of <PROTEIN1>spo0A<PROTEIN1> and <PROTEIN2>spoVG<PROTEIN2> at an early stage of sporulation was sensitive to external NaCl.",LLL.d5.s0
19,LLL.d6,True,The expression of <PROTEIN2>rsfA<PROTEIN2> is under the control of both <PROTEIN1>sigma(F)<PROTEIN1> and sigma(G).,LLL.d6.s0
20,LLL.d6,True,The expression of <PROTEIN2>rsfA<PROTEIN2> is under the control of both sigma(F) and <PROTEIN1>sigma(G)<PROTEIN1>.,LLL.d6.s0
21,LLL.d6,False,The expression of rsfA is under the control of both <PROTEIN1>sigma(F)<PROTEIN1> and <PROTEIN2>sigma(G)<PROTEIN2>.,LLL.d6.s0
22,LLL.d7,True,Expression of the <PROTEIN1>sigma(K)<PROTEIN1>-dependent <PROTEIN2>cwlH<PROTEIN2> gene depended on gerE.,LLL.d7.s0
23,LLL.d7,True,Expression of the sigma(K)-dependent <PROTEIN2>cwlH<PROTEIN2> gene depended on <PROTEIN1>gerE<PROTEIN1>.,LLL.d7.s0
24,LLL.d7,False,Expression of the <PROTEIN1>sigma(K)<PROTEIN1>-dependent cwlH gene depended on <PROTEIN2>gerE<PROTEIN2>.,LLL.d7.s0
25,LLL.d8,True,"Our results indicate that the level of <PROTEIN2>KatX<PROTEIN2> level in outgrowing spores depends mainly on <PROTEIN1>EsigmaF<PROTEIN1>, because sigB mutants show normal KatX activity in dormant and outgrowing spores.",LLL.d8.s0
26,LLL.d8,True,"Therefore, the physiological role of <PROTEIN1>sigmaB<PROTEIN1>-dependent <PROTEIN2>katX<PROTEIN2> expression remains obscure.",LLL.d8.s1
27,LLL.d8,True,"The -10 and -35 sequences of the <PROTEIN1>sigmaB<PROTEIN1>- and sigmaF-dependent promoters of <PROTEIN2>katX<PROTEIN2> overlap, and the transcriptional start points used by EsigmaB and EsigmaF differ by only one nucleotide.",LLL.d8.s2
28,LLL.d8,True,"The -10 and -35 sequences of the sigmaB- and <PROTEIN1>sigmaF<PROTEIN1>-dependent promoters of <PROTEIN2>katX<PROTEIN2> overlap, and the transcriptional start points used by EsigmaB and EsigmaF differ by only one nucleotide.",LLL.d8.s2
29,LLL.d8,False,"The -10 and -35 sequences of the <PROTEIN1>sigmaB<PROTEIN1>- and <PROTEIN2>sigmaF<PROTEIN2>-dependent promoters of katX overlap, and the transcriptional start points used by EsigmaB and EsigmaF differ by only one nucleotide.",LLL.d8.s2
30,LLL.d8,True,"We demonstrated that <PROTEIN2>katX<PROTEIN2> is also a <PROTEIN1>sigmaB<PROTEIN1>-dependent general stress gene, since it is strongly induced by heat, salt and ethanol stress, as well as by energy depletion.",LLL.d8.s3
31,LLL.d9,True,"Taken together, the results support the idea that sequestration of <PROTEIN1>SpoIIE<PROTEIN1> protein into the prespore plays an important role in the control of <PROTEIN2>sigmaF<PROTEIN2> activation and in coupling this activation to septation.",LLL.d9.s0
32,LLL.d9,True,"<PROTEIN2>sigmaF<PROTEIN2> is controlled by a regulatory cascade involving an anti-sigma factor, <PROTEIN1>SpoIIAB<PROTEIN1>, an anti-anti-sigma factor, SpoIIAA, and a membrane-bound phosphatase, SpoIIE, which converts the inactive, phosphorylated form of SpoIIAA back to the active form.",LLL.d9.s1
33,LLL.d9,True,"<PROTEIN2>sigmaF<PROTEIN2> is controlled by a regulatory cascade involving an anti-sigma factor, SpoIIAB, an anti-anti-sigma factor, SpoIIAA, and a membrane-bound phosphatase, SpoIIE, which converts the inactive, phosphorylated form of <PROTEIN1>SpoIIAA<PROTEIN1> back to the active form.",LLL.d9.s1
34,LLL.d9,True,"<PROTEIN2>sigmaF<PROTEIN2> is controlled by a regulatory cascade involving an anti-sigma factor, SpoIIAB, an anti-anti-sigma factor, SpoIIAA, and a membrane-bound phosphatase, <PROTEIN1>SpoIIE<PROTEIN1>, which converts the inactive, phosphorylated form of SpoIIAA back to the active form.",LLL.d9.s1
35,LLL.d9,True,"sigmaF is controlled by a regulatory cascade involving an anti-sigma factor, SpoIIAB, an anti-anti-sigma factor, SpoIIAA, and a membrane-bound phosphatase, <PROTEIN1>SpoIIE<PROTEIN1>, which converts the inactive, phosphorylated form of <PROTEIN2>SpoIIAA<PROTEIN2> back to the active form.",LLL.d9.s1
36,LLL.d9,False,"sigmaF is controlled by a regulatory cascade involving an anti-sigma factor, <PROTEIN1>SpoIIAB<PROTEIN1>, an anti-anti-sigma factor, SpoIIAA, and a membrane-bound phosphatase, SpoIIE, which converts the inactive, phosphorylated form of <PROTEIN2>SpoIIAA<PROTEIN2> back to the active form.",LLL.d9.s1
37,LLL.d9,False,"sigmaF is controlled by a regulatory cascade involving an anti-sigma factor, <PROTEIN1>SpoIIAB<PROTEIN1>, an anti-anti-sigma factor, SpoIIAA, and a membrane-bound phosphatase, <PROTEIN2>SpoIIE<PROTEIN2>, which converts the inactive, phosphorylated form of SpoIIAA back to the active form.",LLL.d9.s1
38,LLL.d9,False,"sigmaF is controlled by a regulatory cascade involving an anti-sigma factor, <PROTEIN1>SpoIIAB<PROTEIN1>, an anti-anti-sigma factor, SpoIIAA, and a membrane-bound phosphatase, SpoIIE, which converts the inactive, phosphorylated form of <PROTEIN2>SpoIIAA<PROTEIN2> back to the active form.",LLL.d9.s1
39,LLL.d9,False,"sigmaF is controlled by a regulatory cascade involving an anti-sigma factor, SpoIIAB, an anti-anti-sigma factor, SpoIIAA, and a membrane-bound phosphatase, <PROTEIN2>SpoIIE<PROTEIN2>, which converts the inactive, phosphorylated form of <PROTEIN1>SpoIIAA<PROTEIN1> back to the active form.",LLL.d9.s1
40,LLL.d9,False,"sigmaF is controlled by a regulatory cascade involving an anti-sigma factor, SpoIIAB, an anti-anti-sigma factor, SpoIIAA, and a membrane-bound phosphatase, SpoIIE, which converts the inactive, phosphorylated form of <PROTEIN1>SpoIIAA<PR<PROTEIN2>SpoIIAA<PROTEIN2> back to the active form.",LLL.d9.s1
41,LLL.d9,False,"<PROTEIN1>sigmaF<PROTEIN1> is controlled by a regulatory cascade involving an anti-sigma factor, SpoIIAB, an anti-anti-sigma factor, SpoIIAA, and a membrane-bound phosphatase, SpoIIE, which converts the inactive, phosphorylated form of <PROTEIN2>SpoIIAA<PROTEIN2> back to the active form.",LLL.d9.s1
42,LLL.d10,True,"The <PROTEIN2>rocG<PROTEIN2> gene of Bacillus subtilis, encoding a catabolic glutamate dehydrogenase, is transcribed by <PROTEIN1>SigL<PROTEIN1>-containing RNA polymerase and requires for its expression RocR, a member of the NtrC/NifA family of proteins that bind to enhancer-like elements, called upstream activating sequences (UAS).",LLL.d10.s0
43,LLL.d10,True,"The <PROTEIN2>rocG<PROTEIN2> gene of Bacillus subtilis, encoding a catabolic glutamate dehydrogenase, is transcribed by SigL-containing RNA polymerase and requires for its expression <PROTEIN1>RocR<PROTEIN1>, a member of the NtrC/NifA family of proteins that bind to enhancer-like elements, called upstream activating sequences (UAS).",LLL.d10.s0
44,LLL.d10,False,"The rocG gene of Bacillus subtilis, encoding a catabolic glutamate dehydrogenase, is transcribed by <PROTEIN1>SigL<PROTEIN1>-containing RNA polymerase and requires for its expression <PROTEIN2>RocR<PROTEIN2>, a member of the NtrC/NifA family of proteins that bind to enhancer-like elements, called upstream activating sequences (UAS).",LLL.d10.s0
45,LLL.d10,True,"Unlike the case for other <PROTEIN1>sigma(54)<PROTEIN1>-dependent genes, <PROTEIN2>rocG<PROTEIN2> has no UAS; instead, its expression depends on a sequence located 1.5 kilobases downstream of the rocG promoter, beyond the end of the rocG coding region.",LLL.d10.s1
46,LLL.d12,True,Northern blot and primer extension analyses indicated that <PROTEIN2>yfhS<PROTEIN2> is transcribed by <PROTEIN1>E sigma E<PROTEIN1> during sporulation.,LLL.d12.s0
47,LLL.d12,True,"These results suggest that <PROTEIN1>YfhP<PROTEIN1> may act as a negative regulator for the transcription of <PROTEIN2>yfhQ<PROTEIN2>, yfhR, sspE and yfhP.",LLL.d12.s1
48,LLL.d12,True,"These results suggest that <PROTEIN1>YfhP<PROTEIN1> may act as a negative regulator for the transcription of yfhQ, <PROTEIN2>yfhR<PROTEIN2>, sspE and yfhP.",LLL.d12.s1
49,LLL.d12,True,"These results suggest that <PROTEIN1>YfhP<PROTEIN1> may act as a negative regulator for the transcription of yfhQ, yfhR, <PROTEIN2>sspE<PROTEIN2> and yfhP.",LLL.d12.s1
50,LLL.d12,True,"These results suggest that <PROTEIN1>YfhP<PROTEIN1> may act as a negative regulator for the transcription of yfhQ, yfhR, sspE and <PROTEIN2>yfhP<PROTEIN2>.",LLL.d12.s1
51,LLL.d12,False,"These results suggest that YfhP may act as a negative regulator for the transcription of <PROTEIN1>yfhQ<PROTEIN1>, <PROTEIN2>yfhR<PROTEIN2>, sspE and yfhP.",LLL.d12.s1
52,LLL.d12,False,"These results suggest that YfhP may act as a negative regulator for the transcription of <PROTEIN1>yfhQ<PROTEIN1>, yfhR, <PROTEIN2>sspE<PROTEIN2> and yfhP.",LLL.d12.s1
53,LLL.d12,False,"These results suggest that YfhP may act as a negative regulator for the transcription of <PROTEIN1>yfhQ<PROTEIN1>, yfhR, sspE and <PROTEIN2>yfhP<PROTEIN2>.",LLL.d12.s1
54,LLL.d12,False,"These results suggest that YfhP may act as a negative regulator for the transcription of yfhQ, <PROTEIN1>yfhR<PROTEIN1>, <PROTEIN2>sspE<PROTEIN2> and yfhP.",LLL.d12.s1
55,LLL.d12,False,"These results suggest that YfhP may act as a negative regulator for the transcription of yfhQ, <PROTEIN1>yfhR<PROTEIN1>, sspE and <PROTEIN2>yfhP<PROTEIN2>.",LLL.d12.s1
56,LLL.d12,False,"These results suggest that YfhP may act as a negative regulator for the transcription of yfhQ, yfhR, <PROTEIN1>sspE<PROTEIN1> and <PROTEIN2>yfhP<PROTEIN2>.",LLL.d12.s1
57,LLL.d14,True,"The first stage, which involves the phosphatase function of SpoIIE, depends on the cell division protein FtsZ and could correspond to the <PROTEIN1>FtsZ<PROTEIN1>-dependent assembly of <PROTEIN2>SpoIIE<PROTEIN2> into E-rings.",LLL.d14.s0
58,LLL.d14,True,"The first stage, which involves the phosphatase function of SpoIIE, depends on the cell division protein FtsZ and could correspond to the <PROTEIN1>FtsZ<PROTEIN1>-dependent assembly of <PROTEIN2>SpoIIE<PROTEIN2> into E-rings.",LLL.d14.s0
59,LLL.d14,False,"The first stage, which involves the phosphatase function of SpoIIE, depends on the cell division protein FtsZ and could correspond to the <PROTEIN1>FtsZ<PROTE<PROTEIN2>FtsZ<PROTEIN2>-dependent assembly of SpoIIE into E-rings.",LLL.d14.s0
60,LLL.d14,False,"The first stage, which involves the phosphatase function of SpoIIE, depends on the cell division protein FtsZ and could correspond to the <PROTEIN1>FtsZ<PROTEIN1>-dependent assembly of <PROTEIN2>SpoIIE<PROTEIN2> into E-rings.",LLL.d14.s0
61,LLL.d14,False,"The first stage, which involves the phosphatase function of SpoIIE, depends on the cell division protein FtsZ and could correspond to the <PROTEIN1>FtsZ<PROTEIN1>-dependent assembly of <PROTEIN2>SpoIIE<PROTEIN2> into E-rings.",LLL.d14.s0
62,LLL.d14,False,"The first stage, which involves the phosphatase function of SpoIIE, depends on the cell division protein FtsZ and could correspond to the FtsZ-dependent assembly of <PROTEIN1>SpoIIE<PRO<PROTEIN2>SpoIIE<PROTEIN2> into E-rings.",LLL.d14.s0
63,LLL.d14,True,Evidence based on the use of modified and mutant forms of the phosphatase protein indicates that <PROTEIN1>SpoIIE<PROTEIN1> blocks the capacity of unphosphorylated <PROTEIN2>SpoIIAA<PROTEIN2> to activate sigmaF until formation of the polar septum is completed.,LLL.d14.s1
64,LLL.d14,True,Evidence based on the use of modified and mutant forms of the phosphatase protein indicates that SpoIIE blocks the capacity of unphosphorylated <PROTEIN1>SpoIIAA<PROTEIN1> to activate <PROTEIN2>sigmaF<PROTEIN2> until formation of the polar septum is completed.,LLL.d14.s1
65,LLL.d14,False,Evidence based on the use of modified and mutant forms of the phosphatase protein indicates that <PROTEIN1>SpoIIE<PROTEIN1> blocks the capacity of unphosphorylated SpoIIAA to activate <PROTEIN2>sigmaF<PROTEIN2> until formation of the polar septum is completed.,LLL.d14.s1
66,LLL.d14,True,Cell-specific activation of transcription factor <PROTEIN2>sigmaF<PROTEIN2> during sporulation in Bacillus subtilis requires the formation of the polar septum and the activity of a serine phosphatase (<PROTEIN1>SpoIIE<PROTEIN1>) located in the septum.,LLL.d14.s2
67,LLL.d14,True,The <PROTEIN1>SpoIIE<PROTEIN1> phosphatase indirectly activates sigmaF by dephosphorylating a protein (<PROTEIN2>SpoIIAA-P<PROTEIN2>) in the pathway that controls the activity of the transcription factor.,LLL.d14.s3
68,LLL.d14,True,The <PROTEIN1>SpoIIE<PROTEIN1> phosphatase indirectly activates <PROTEIN2>sigmaF<PROTEIN2> by dephosphorylating a protein (SpoIIAA-P) in the pathway that controls the activity of the transcription factor.,LLL.d14.s3
69,LLL.d14,True,The SpoIIE phosphatase indirectly activates <PROTEIN2>sigmaF<PROTEIN2> by dephosphorylating a protein (<PROTEIN1>SpoIIAA-P<PROTEIN1>) in the pathway that controls the activity of the transcription factor.,LLL.d14.s3
70,LLL.d15,True,Dephosphorylation of <PROTEIN2>SpoIIAA-P<PROTEIN2> by <PROTEIN1>SpoIIE<PROTEIN1> is strictly dependent on the presence of the bivalent metal ions Mn2+ or Mg2+.,LLL.d15.s0
71,LLL.d16,True,(i) The finding that the <PROTEIN2>bmrUR<PROTEIN2> operon is under <PROTEIN1>sigmaB<PROTEIN1> control indicates that the elimination of multidrug compounds might be a new function in multiple stress resistance.,LLL.d16.s0
72,LLL.d16,True,"The <PROTEIN2>ydaP<PROTEIN2> gene might belong to the increasing number of <PROTEIN1>sigmaB<PROTEIN1>-dependent genes whose orthologues are under the control of sigmas in Escherichia coli, indicating that both regulons may fulfil similar functions.",LLL.d16.s1
73,LLL.d16,True,"Three new <PROTEIN1>sigmaB<PROTEIN1>-dependent genes (<PROTEIN2>ydaE<PROTEIN2>, ydaG and yfkM) encoding proteins with still unknown functions were also described.",LLL.d16.s2
74,LLL.d16,True,"Three new <PROTEIN1>sigmaB<PROTEIN1>-dependent genes (ydaE, <PROTEIN2>ydaG<PROTEIN2> and yfkM) encoding proteins with still unknown functions were also described.",LLL.d16.s2
75,LLL.d16,True,"Three new <PROTEIN1>sigmaB<PROTEIN1>-dependent genes (ydaE, ydaG and <PROTEIN2>yfkM<PROTEIN2>) encoding proteins with still unknown functions were also described.",LLL.d16.s2
76,LLL.d16,False,"Three new sigmaB-dependent genes (<PROTEIN1>ydaE<PROTEIN1>, <PROTEIN2>ydaG<PROTEIN2> and yfkM) encoding proteins with still unknown functions were also described.",LLL.d16.s2
77,LLL.d16,False,"Three new sigmaB-dependent genes (<PROTEIN1>ydaE<PROTEIN1>, ydaG and <PROTEIN2>yfkM<PROTEIN2>) encoding proteins with still unknown functions were also described.",LLL.d16.s2
78,LLL.d16,False,"Three new sigmaB-dependent genes (ydaE, <PROTEIN1>ydaG<PROTEIN1> and <PROTEIN2>yfkM<PROTEIN2>) encoding proteins with still unknown functions were also described.",LLL.d16.s2
79,LLL.d17,True,"Cell specificity is first established in the forespore under the control of the <PROTEIN2>sigma F<PROTEIN2> factor, which is itself activated through the action of the <PROTEIN1>SpoIIE<PROTEIN1> serine phosphatase, an enzyme targeted to the septum between the two cells.",LLL.d17.s0
80,LLL.d18,True,"Most <PROTEIN2>cot<PROTEIN2> genes, and the gerE gene, are transcribed by <PROTEIN1>sigmaK<PROTEIN1> RNA polymerase.",LLL.d18.s0
81,LLL.d18,True,"Most cot genes, and the <PROTEIN2>gerE<PROTEIN2> gene, are transcribed by <PROTEIN1>sigmaK<PROTEIN1> RNA polymerase.",LLL.d18.s0
82,LLL.d18,False,"Most <PROTEIN1>cot<PROTEIN1> genes, and the <PROTEIN2>gerE<PROTEIN2> gene, are transcribed by sigmaK RNA polymerase.",LLL.d18.s0
83,LLL.d18,True,"Previously, it was shown that the <PROTEIN1>GerE<PROTEIN1> protein inhibits transcription in vitro of the <PROTEIN2>sigK<PROTEIN2> gene encoding sigmaK.",LLL.d18.s1
84,LLL.d18,True,These results demonstrate that sigmaK-dependent transcription of <PROTEIN2>gerE<PROTEIN2> initiates a negative feedback loop in which GerE acts as a repressor to limit production of <PROTEIN1>sigmaK<PROTEIN1>.,LLL.d18.s2
85,LLL.d18,True,These results demonstrate that sigmaK-dependent transcription of gerE initiates a negative feedback loop in which <PROTEIN1>GerE<PROTEIN1> acts as a repressor to limit production of <PROTEIN2>sigmaK<PROTEIN2>.,LLL.d18.s2
86,LLL.d18,False,These results demonstrate that sigmaK-dependent transcription of gerE initiates a negative feedback loop in which <PROTEIN2>GerE<PROTEIN2> acts as a repressor to limit production of <PROTEIN1>sigmaK<PROTEIN1>.,LLL.d18.s2
87,LLL.d18,False,These results demonstrate that sigmaK-dependent transcription of gerE initiates a negative feedback loop in which GerE acts as a repressor to limit production of <PROTEIN1>sigmaK<PRO<PROTEIN2>sigmaK<PROTEIN2>.,LLL.d18.s2
88,LLL.d18,False,These results demonstrate that sigmaK-dependent transcription of <PROTEIN2>gerE<PROTEIN2> initiates a negative feedback loop in which <PROTEIN1>GerE<PROTEIN1> acts as a repressor to limit production of sigmaK.,LLL.d18.s2
89,LLL.d18,False,These results demonstrate that sigmaK-dependent transcription of <PROTEIN1>gerE<PROTEIN1> initiates a negative feedback loop in which GerE acts as a repressor to limit production of <PROTEIN2>sigmaK<PROTEIN2>.,LLL.d18.s2
90,LLL.d18,True,"A low level of GerE activated transcription of cotD by <PROTEIN2>sigmaK<PROTEIN2> RNA polymerase in vitro, but a higher level of <PROTEIN1>GerE<PROTEIN1> repressed cotD transcription.",LLL.d18.s3
91,LLL.d18,True,"A low level of GerE activated transcription of cotD by sigmaK RNA polymerase in vitro, but a higher level of <PROTEIN1>GerE<PROTEIN1> repressed <PROTEIN2>cotD<PROTEIN2> transcription.",LLL.d18.s3
92,LLL.d18,True,"A low level of GerE activated transcription of cotD by <PROTEIN1>sigmaK<PROTEIN1> RNA polymerase in vitro, but a higher level of GerE repressed <PROTEIN2>cotD<PROTEIN2> transcription.",LLL.d18.s3
93,LLL.d18,True,"A low level of GerE activated transcription of cotD by sigmaK RNA polymerase in vitro, but a higher level of <PROTEIN1>GerE<PROTEIN1> repressed <PROTEIN2>cotD<PROTEIN2> transcription.",LLL.d18.s3
94,LLL.d18,False,"A low level of GerE activated transcription of cotD by sigmaK RNA polymerase in vitro, but a higher level of <PROTEIN1>GerE<PROTE<PROTEIN2>GerE<PROTEIN2> repressed cotD transcription.",LLL.d18.s3
95,LLL.d18,False,"A low level of GerE activated transcription of cotD by sigmaK RNA polymerase in vitro, but a higher level of <PROTEIN1>GerE<PROTEIN1> repressed <PROTEIN2>cotD<PROTEIN2> transcription.",LLL.d18.s3
96,LLL.d18,False,"A low level of GerE activated transcription of cotD by <PROTEIN1>sigmaK<PROTEIN1> RNA polymerase in vitro, but a higher level of <PROTEIN2>GerE<PROTEIN2> repressed cotD transcription.",LLL.d18.s3
97,LLL.d18,False,"A low level of GerE activated transcription of cotD by <PROTEIN1>sigmaK<PROTEIN1> RNA polymerase in vitro, but a higher level of GerE repressed <PROTEIN2>cotD<PROTEIN2> transcription.",LLL.d18.s3
98,LLL.d18,False,"A low level of GerE activated transcription of cotD by sigmaK RNA polymerase in vitro, but a higher level of <PROTEIN1>GerE<PROTEIN1> repressed <PROTEIN2>cotD<PROTEIN2> transcription.",LLL.d18.s3
99,LLL.d18,False,"A low level of GerE activated transcription of cotD by sigmaK RNA polymerase in vitro, but a higher level of GerE repressed <PROTEIN1>cotD<PROTE<PROTEIN2>cotD<PROTEIN2> transcription.",LLL.d18.s3
100,LLL.d18,True,"Here, we show that <PROTEIN1>GerE<PROTEIN1> binds near the <PROTEIN2>sigK<PROTEIN2> transcriptional start site, to act as a repressor.",LLL.d18.s4
101,LLL.d18,True,We show that <PROTEIN1>GerE<PROTEIN1> binds to two sites that span the -35 region of the <PROTEIN2>cotD<PROTEIN2> promoter.,LLL.d18.s5
102,LLL.d18,True,These results suggest that a rising level of <PROTEIN1>GerE<PROTEIN1> in sporulating cells may first activate <PROTEIN2>cotD<PROTEIN2> transcription from the upstream site then repress transcription as the downstream site becomes occupied.,LLL.d18.s6
103,LLL.d19,True,<PROTEIN2>sspG<PROTEIN2> transcription also requires the DNA binding protein <PROTEIN1>GerE<PROTEIN1>.,LLL.d19.s0
104,LLL.d19,True,"In contrast, <PROTEIN2>sspJ<PROTEIN2> is transcribed in the forespore compartment by RNA polymerase with the forespore-specific <PROTEIN1>sigmaG<PROTEIN1> and appears to give a monocistronic transcript.",LLL.d19.s1
105,LLL.d20,True,"<PROTEIN1>ComK<PROTEIN1> negatively controls the transcription of hag by stimulating the transcription of comF-flgM, thereby increasing the production of the <PROTEIN2>FlgM<PROTEIN2> antisigma factor that inhibits sigmaD activity.",LLL.d20.s0
106,LLL.d20,True,"<PROTEIN1>ComK<PROTEIN1> negatively controls the transcription of <PROTEIN2>hag<PROTEIN2> by stimulating the transcription of comF-flgM, thereby increasing the production of the FlgM antisigma factor that inhibits sigmaD activity.",LLL.d20.s0
107,LLL.d20,True,"<PROTEIN1>ComK<PROTEIN1> negatively controls the transcription of hag by stimulating the transcription of <PROTEIN2>comF<PROTEIN2>-flgM, thereby increasing the production of the FlgM antisigma factor that inhibits sigmaD activity.",LLL.d20.s0
108,LLL.d20,True,"<PROTEIN1>ComK<PROTEIN1> negatively controls the transcription of hag by stimulating the transcription of comF-<PROTEIN2>flgM<PROTEIN2>, thereby increasing the production of the FlgM antisigma factor that inhibits sigmaD activity.",LLL.d20.s0
109,LLL.d20,True,"ComK negatively controls the transcription of hag by stimulating the transcription of comF-flgM, thereby increasing the production of the <PROTEIN1>FlgM<PROTEIN1> antisigma factor that inhibits <PROTEIN2>sigmaD<PROTEIN2> activity.",LLL.d20.s0
110,LLL.d20,False,"<PROTEIN1>ComK<PROTEIN1> negatively controls the transcription of hag by stimulating the transcription of comF-flgM, thereby increasing the production of the FlgM antisigma factor that inhibits <PROTEIN2>sigmaD<PROTEIN2> activity.",LLL.d20.s0
111,LLL.d20,False,"ComK negatively controls the transcription of <PROTEIN2>hag<PROTEIN2> by stimulating the transcription of comF-flgM, thereby increasing the production of the <PROTEIN1>FlgM<PROTEIN1> antisigma factor that inhibits sigmaD activity.",LLL.d20.s0
112,LLL.d20,False,"ComK negatively controls the transcription of hag by stimulating the transcription of <PROTEIN2>comF<PROTEIN2>-flgM, thereby increasing the production of the <PROTEIN1>FlgM<PROTEIN1> antisigma factor that inhibits sigmaD activity.",LLL.d20.s0
113,LLL.d20,False,"ComK negatively controls the transcription of hag by stimulating the transcription of comF-<PROTEIN2>flgM<PROTEIN2>, thereby increasing the production of the <PROTEIN1>FlgM<PROTEIN1> antisigma factor that inhibits sigmaD activity.",LLL.d20.s0
